;Low-FVB-youngest;Low-FVB-middle;Low-FVB-oldest;Low-DUHi youngest;Low-DUHi-middle;Low-DUHi-oldest;Up-FVB-youngest;Up-FVB-middle;Up-FVB-oldest;Up-DUHi-youngest;Up-DUHi-middle;Up-DUHi-oldest;baseMean;log2FC;padj;
Fbxl8;66,356808;54,87426404;76,2170573;70,83098294;73,22933472;49,31949319;62,65603437;67,65796061;76,46768707;83,61943543;57,89523959;83,5910759;68,55961443;0,05694173;0,875772741;0,961299754
Fbxo10;2522,912925;2293,166613;2609,053469;2444,532704;2563,026715;2422,13511;2574,192285;2782,763133;2809,30518;2705,604199;2403,948605;2863,258878;2582,824985;-0,017397406;0,901903295;1,012131965
Fbxo11;5393,860536;6521,373063;5780,34581;5522,225292;5518,610684;5623,79221;5048,664403;5550,588794;5277,446834;5427,245001;6379,709759;5028,161933;5589,33536;-0,002887869;0,986537617;1,002003723
Fbxo15;14,89642629;8,66435748;8,836760267;10,3655097;10,80432807;9,589901455;10,58975229;10,54409776;14,11711146;20,61849093;9,505188589;8,464919078;11,41640361;0,020493157;0,982089683;0,985895638
Fbxo16;64,32547715;61,61320874;47,49758644;42,32583127;42,0168314;58,90939465;94,42529123;71,17265986;69,40913134;46,96434045;57,03113153;66,66123774;60,19601015;-0,384920052;0,170008588;1,305787424
Fbxo17;271,5212246;298,4389799;302,6590391;299,7359888;292,9173389;293,1769873;300,9254608;281,1759402;341,1635269;246,2764194;222,0757698;297,3302826;287,2830799;-0,119676044;0,447271435;1,086490864
Fbxo18;5225,260075;5309,325722;5547,276258;5041,092883;5402,164037;5119,637391;5451,07499;5697,327488;6164,472004;5188,986884;5481,037384;5206,983348;5402,886539;-0,086369302;0,174159774;1,061694947
Tbl3;2471,452543;2055,378135;2193,725736;2842,741035;2726,292117;2526,25404;2142,65988;2254,67957;2017,570513;2790,369106;2371,112499;2594,497698;2415,561073;0,270073186;0,000227243;0,829277477
Fbxo22;2310,977405;2493,409541;2157,2741;2451,443044;2376,952176;2111,148306;2196,49112;2371,543321;2243,444296;2367,690042;2582,818972;2092,951242;2313,011964;0,02257713;0,864398628;0,98447254
Grk5;997,3834509;1158,135783;1276,911859;1307,781807;1390,156879;1332,996302;912,4836555;918,2151797;892,9072998;1122,562284;1175,186953;1093,032676;1131,479511;0,269849558;0,039626913;0,829406031
Gtf3a;2126,803408;1715,542781;1893,275887;2499,815422;2414,167084;2467,344646;2047,352109;1984,926403;1909,339325;2310,416456;2216,437157;2178,658548;2147,006602;0,269359745;9,64E-05;0,829687672
Fbxo27;369,702216;359,0894822;378,8760964;374,8859341;414,1659095;334,276565;366,2289333;409,4624629;379,9855835;383,7330256;312,8071154;284,632904;363,9871857;-0,106237803;0,489897447;1,076417538
Fbxo28;2435,565698;2792,811228;2568,183453;2363,336211;2439,377183;2375,555589;2337,687818;2641,296488;2481,082339;2328,744003;2590,595944;2340,550125;2474,565507;-0,078808326;0,295045247;1,056145299
Fbxo3;3092,362675;3745,89055;3438,604339;3310,916556;3160,866202;3178,367339;3116,034611;3519,971301;3499,867216;3282,921945;3484,083672;3218,78548;3337,389324;-0,054842924;0,541351614;1,038746002
Fbxo30;1952,108954;2160,313132;1965,074564;2029,912316;1921,969916;2137,178038;1865,561361;1735,382756;1790,520303;2004,575507;2219,029481;1776,574892;1963,183435;0,076054118;0,493264956;0,948648729
Fbxo31;1591,886282;1340,08729;1576,257113;1382,931752;1515,006892;1501,504571;1713,774912;1609,732258;1656,407745;1553,25965;1275,423487;1625,264463;1528,461368;-0,100993654;0,372837015;1,072511899
Auts2;5217,811862;4915,57881;5258,976954;5842,6923;6665,069941;6358,104664;6003,507068;5531,257948;6083,298613;7233,653901;6420,322838;7265,016799;6066,274308;0,269311383;0,001167662;0,829715485
Fbxo33;857,898732;926,1235439;930,0690181;953,6268923;816,32701;841,1713562;799,5262977;869,0093901;797,6167975;800,6847311;896,9441596;754,4359129;853,6194868;-0,030979595;0,829268222;1,021705632
Fbxo34;1084,730678;1066,678676;1116,745579;1069,375084;1118,848196;1157,638104;1097,80432;1178,302924;1112,898953;1166,090209;1082,727391;1171,333177;1118,597774;0,021676196;0,811149377;0,985087515
Fbxo36;48,75194057;51,98614488;69,5894871;61,32926572;51,62067857;61,64936649;62,65603437;65,90061098;81,17339089;69,87377481;55,30291543;63,48689309;61,94337524;-0,053611487;0,886724222;1,037859741
Mecr;999,4147818;825,0393733;880,3622416;1151,435369;1064,826556;1009,679625;936,3105981;898,005659;835,262428;1207,327191;1060,260582;986,1630726;987,840623;0,268393803;0,001030225;0,830243367
Fbxo4;230,8946074;237,7884775;241,9063123;258,27395;254,5019502;205,4978883;192,3804999;192,4297841;222,3445055;276,0586841;198,7448523;226,4365853;228,1048414;0,108603703;0,563310704;0,927485284
Fbxo40;4,739772;12,51518303;7,732165234;10,3655097;12,00480897;6,84992961;0,882479357;18,45217107;37,64563056;10,30924546;13,82572886;8,464919078;11,98229524;-0,382831623;0,738849688;1,303898548
Fbxo41;285,7405406;181,9515071;209,8730563;219,4032886;282,1130108;217,8277616;274,4510801;204,7312314;168,2289116;258,8766083;230,7168503;243,3664235;231,4400225;0,125781567;0,613221727;0,916507399
Fbxo42;3987,502473;3972,126551;3930,149129;3910,388534;3900,362435;3946,929441;3845,845039;3793,239168;3643,391183;3879,71271;3722,577495;3926,664338;3871,574041;0,00590125;0,938309501;0,995917919
Fbxo43;35,20973486;25,99307244;28,71947087;22,45860435;18,00721346;23,28976068;19,41454586;22,84554514;28,23422292;25,2003778;22,46680939;22,22041258;24,50498086;-0,267925374;0,505126352;1,204075097
Higd1a;2103,104548;2174,753727;1669,043095;2403,070665;2475,39161;2148,137926;1974,106322;1911,117718;1741,110413;2381,435702;2490,35941;2044,277957;2126,325758;0,268149681;0,004285836;0,830383867
Myl12b;3857,497298;3595,708354;3725,799048;4535,774286;4486,197112;4473,004036;3820,253138;3957,551358;3863,382836;4789,217254;4362,017454;4834,526909;4191,74409;0,267754873;1,27E-10;0,830611141
Fbxo46;998,0605612;813,4868967;882,5714317;885,3872867;960,3847177;991,8698076;991,9067976;955,9981966;945,8464678;1001,142282;887,438971;1060,231115;947,8603776;0,0475827;0,70761038;0,967556155
Fbxo47;21,66752914;12,51518303;27,61487583;19,86722692;33,61346512;38,35960582;35,29917429;27,23891921;24,70494505;25,2003778;25,92324161;27,51098701;26,62629424;0,179930319;0,728513596;0,882745631
Fbxo48;242,4054823;137,6670133;277,2533534;196,0808918;148,8596312;290,4370155;214,4424838;150,253393;235,285191;203,8939659;148,6265852;274,0517552;209,9380635;0,003687637;0,99511075;0,997447189
Nbea;3246,74382;3237,581578;3602,084404;3893,112684;3830,734543;3786,641089;3521,975115;3006,82521;3246,935636;4200,444791;3944,653264;4248,331263;3647,17195;0,267667538;6,59E-06;0,830661424
Fbxo6;212,6126297;209,8699923;199,931701;234,9515532;242,4971412;237,0075645;266,5087659;253,937021;249,4023025;263,4584952;252,3195516;217,9716663;236,7056987;0,057028038;0,760077455;0,961242247
Fbxo7;1095,564442;1128,291885;1008,495265;1098,744028;1190,87705;1008,309639;958,372582;1004,325311;985,8449503;1087,052661;1249,500245;953,3615112;1064,061631;0,09244548;0,43240289;0,937931534
Thoc5;1735,433662;1701,102185;1726,482037;2194,032886;1944,779053;2086,488559;1708,480036;1642,243226;1644,643485;2115,686264;1914,863447;1974,442375;1865,723101;0,26732412;5,01E-08;0,830859178
Fbxo9;1319,010837;1423,842746;1433,764353;1538,414398;1591,83767;1302,856612;1388,140029;1505,169955;1523,471612;1500,567951;1572,676657;1395,653533;1457,950529;0,053371524;0,610219923;0,963681608
Fbxw10;28,438632;24,06765967;32,03325597;34,55169899;33,61346512;16,43983106;38,82909172;32,51096808;43,52776033;43,52792529;31,97199798;23,27852747;31,89923447;-0,104524025;0,844664536;1,075139621
Fbxw11;5474,43666;5654,937315;5345,135367;5576,644218;5857,146297;6070,407621;5520,790859;5453,934565;5222,154814;5744,540667;5595,099647;5485,267563;5583,374633;0,070262486;0,13402024;0,95246469
Fbxw17;832,8456515;836,59185;824,0278949;849,9717953;927,9717334;804,1817363;804,8211739;796,0793807;907,0244113;930,1230352;901,2646998;912,0950307;860,5831994;0,092884254;0,236916561;0,93764632
Fbxw19;50,78327143;49,09802572;44,18380134;59,60168077;55,22212127;42,46956358;45,88892658;50,08446435;51,76274202;38,94603842;62,21577985;47,61516982;49,82263209;0,081611711;0,818305354;0,945001346
Fbxw2;3120,124197;3231,80534;3102,807449;3130,383929;2891,958481;2998,899183;2958,953285;2904,898932;3010,474019;2903,770806;3223,987148;2766,970424;3020,419433;-0,032119711;0,708722355;1,022513373
Fbxw4;788,1563726;698,9248367;853,8519608;845,6528329;857,1433605;819,2515814;840,1203482;835,6197472;802,3225013;909,5045443;773,3767079;913,1531456;828,0898283;0,086512596;0,392514261;0,94179659
Fbxw5;2832,352325;2350,928996;2741,604873;2881,611696;3187,276782;2678,322478;2991,605021;2865,358565;3065,766039;3225,648359;2543,070002;3045,254638;2867,399981;0,059686038;0,667462142;0,959472899
Rrs1;2579,113078;2442,386103;2285,407124;3087,194305;3058,825326;2730,381943;2380,046827;2300,370661;1856,400157;2797,241936;2593,188269;2404,037018;2542,882729;0,267294227;0,01018333;0,830876393
Fbxw8;6266,655695;5325,691731;5856,562867;6028,407682;6219,691528;5864,909732;6202,947403;6312,399857;5795,074254;6134,001051;5453,385926;6423,815466;5990,295266;0,014192415;0,907423497;0,990210797
Fbxw9;1174,786346;1055,1262;1128,896124;984,7234214;1200,480897;1095,988738;1395,199864;1360,188611;1371,712663;1209,618134;1046,434853;1241,16876;1188,693718;-0,1439548;0,267079576;1,104929866
Fcer1g;99,535212;122,2637111;119,2962636;100,1999271;112,8452043;82,19915532;115,6047958;129,1651975;117,6425955;100,8015112;102,8288584;150,2523136;112,7195621;-0,110245935;0,67735179;1,079412227
Fcer2a;14,89642629;25,03036605;22,09190067;19,00343445;25,21009884;12,3298733;21,17950458;14,05879701;11,76425955;9,163773746;8,641080535;23,27852747;17,22067021;-0,160131584;0,828079224;1,117389047
Fcf1;1345,418138;1416,141095;1213,949942;1518,547171;1308,524178;1159,00809;1322,836557;1368,975359;1330,537755;1312,710589;1386,029318;1098,32325;1315,083453;-0,037989866;0,807178242;1,026682334
Fcgbp;50,10616115;45,24720017;78,42624737;34,55169899;48,01923588;53,42945096;93,54281187;56,23518804;79,99696494;45,81886873;44,06951073;48,6732847;56,50971863;-0,557058627;0,05427456;1,471266532
Fcgr1;30,46996286;42,35908101;55,22975167;44,91720869;74,42981562;31,50967621;37,94661236;61,50723692;50,58631606;54,98264248;51,84648321;44,44082516;48,35213435;0,129033986;0,783450516;0,914443548
Spats2l;3727,492123;4066,471777;3662,837131;4251,586561;4841,539458;4019,538695;4074,407193;3841,566283;4217,487049;5287,497452;5140,57881;4839,817483;4330,901668;0,267082118;0,001711538;0,83099856
Fcgr3;61,617036;43,3217874;48,60218147;65,64822809;70,82837293;36,9896199;58,24363758;46,56976509;50,58631606;56,12811419;57,03113153;43,38271028;53,24574171;0,096632959;0,803453407;0,935213098
Fcgrt;1765,903625;1948,517727;2136,286795;2067,055392;2048,02041;1654,942994;2050,882026;2115,84895;2258,737834;2153,48683;1857,832315;2142,682642;2016,683128;-0,040645675;0,789815698;1,028574059
Plce1;1271,613117;1528,777742;1808,22207;2047,188165;1806,72375;1752,211994;1653,766316;1604,460209;2035,216902;2013,739281;2051,392519;2228,389947;1816,808501;0,266885045;0,041724489;0,831112083
Fcho2;2690,836276;3573,566107;2971,36064;2587,922255;2596,64018;3216,726945;2762,160388;2807,366028;2923,418498;2846,49722;3303,485089;3038,905949;2943,240465;-0,011128891;0,957554918;1,007743788
Fchsd1;1065,77159;820,2258414;974,2528194;898,3441739;909,96452;890,4908493;1115,453908;1001,689287;1043,489822;981,6692626;883,1184307;943,8384773;960,6924151;-0,129586706;0,211869414;1,09398026
Tubd1;313,5020623;362,9403078;319,2279646;350,6997448;380,5524444;368,526213;290,3357086;337,4111282;336,4578231;410,0788751;432,0540268;411,6066902;359,4494157;0,26679226;0,007260635;0,831165536
Fcor;41,98083772;26,95577883;18,77811557;30,23273662;40,8163505;20,54978883;30,00429815;26,36024439;29,41064887;45,81886873;29,37967382;45,49894005;32,14885684;0,277819393;0,530126473;0,824836801
Gm7809;974,3617012;1005,065468;990,8217449;1286,186995;1080,432807;989,1298357;943,370433;919,0938545;781,1468341;1125,998699;1342,823915;924,7924093;1030,268725;0,266719006;0,035449844;0,831207741
Fdft1;3102,519329;2975,725441;2497,48937;3037,958134;2709,485385;2523,514068;2785,987331;2953,226047;2721,073234;2936,989486;2714,163396;2565,928596;2793,671651;-0,047361636;0,68770612;1,033373388
Fdps;5599,024953;4517,981072;4322,280366;6088,009363;4827,133687;5549,81297;4521,824227;4718,483746;4275,13192;4902,618954;4336,094213;4963,616925;4885,1677;0,133190705;0,311123583;0,911812628
Fdx1;507,8327143;557,4069979;552,2975167;684,1236401;587,0351587;575,3940873;518,8978621;503,4806679;510,5688645;538,3717076;592,7781247;541,754821;555,8285136;0,163483477;0,084855967;0,892866584
Fdx1l;732,6333292;566,0713553;730,1373171;849,9717953;866,7472077;730,2024965;770,4044789;687,1237038;731,736944;767,4660512;676,5966059;739,6223045;737,3927991;0,134333231;0,303825804;0,911090815
Fdxacb1;443,5072372;458,24824;483,8126246;363,6566319;464,5861072;461,6852557;460,6542245;472,7270494;450,5711407;446,7339701;515,0083999;437,0014474;454,8493607;-0,043293617;0,784018251;1,030463652
Rcor2;2932,564648;2566,575227;2624,517799;3183,07527;3386,556611;2786,551365;2694,209478;2860,086517;2436,378153;3309,267794;2823,041011;3900,211465;2958,586278;0,266422174;0,008875002;0,831378777
Dapk1;2945,429743;2707,130359;2790,207054;3760,088643;3725,092224;3119,457945;2721,566338;2599,120097;2634,017713;3351,650248;3012,280675;2755,33116;3010,11435;0,266298552;0,004265492;0,83145002
Abcb6;1191,036993;1056,088906;1014,018241;1388,9783;1486,195351;1080,918893;1118,983825;1042,987003;1099,958268;1424,966818;1233,9463;1231,645726;1197,477052;0,266250684;0,005736786;0,831477608
Fem1b;7357,480365;7274,209457;7010,864677;7627,287553;6979,595936;8021,267574;6609,770386;6596,211822;6662,100183;6682,682004;7433,057476;6583,590813;7069,843187;0,061634728;0,511499969;0,958177786
Fem1c;2597,395056;2801,475585;2676,433766;2708,853201;2450,181511;2849,570718;2343,865173;2469,076225;2574,019989;2454,745892;2611,334538;2331,027091;2572,331562;-0,00520394;0,971673742;1,00361361
Fen1;3422,792494;3110,504335;3023,276606;3145,932193;3440,578251;3244,126663;3007,48965;2995,402438;2583,431397;2979,371939;3089,186291;3070,649396;3092,728471;0,063107606;0,552465029;0,957200061
Fer;1159,889919;1191,830507;1125,582339;1129,840557;1216,087149;1287,786767;1157,812917;1122,067736;1031,725562;1145,471718;1206,294843;1160,752029;1161,261837;0,070711702;0,356747163;0,952168164
Fer1l5;283,7092097;270,5204946;293,8222789;285,0515167;265,3062783;265,7772689;271,8036421;333,896429;345,8692308;266,8949104;300,7096026;247,598883;285,9133121;-0,135676876;0,323259124;1,098608132
Pgm2l1;1956,171616;2072,70685;1892,171292;2066,1916;2073,230509;2319,386166;2110,008143;1577,221289;1955,219937;2526,91061;2695,153019;2220,983143;2122,112848;0,265912424;0,012743857;0,831672582
Fermt2;7460,401128;8778,91954;7986,222091;7209,211995;7170,472398;7554,102374;7015,710891;7979,245978;7382,072867;6728,500873;7311,218241;6913,722657;7457,48342;-0,119840711;0,111339287;1,086614882
Msantd2;2124,094966;2360,55606;2260,001438;2629,384294;2767,108468;2338,565969;2019,995249;2132,543771;2238,738592;2577,311366;2922,413437;2542,650068;2409,446973;0,265800646;0,000109709;0,831737021
Fes;851,1276292;760,5380454;942,2195635;747,1804908;859,5443223;774,042046;961,9024995;982,358441;1138,780324;885,4496382;823,494975;987,2211875;892,8215969;-0,149913113;0,309779231;1,10950265
Fez1;681,8500577;358,1267758;472,7666743;386,1152363;601,4409294;330,1666072;616,8530708;554,4438071;592,9186813;612,8273693;581,54472;562,9171187;529,3309207;-0,092102381;0,793348162;1,065922376
Fez2;1176,817677;1255,369128;1178,602901;1229,176692;1266,507346;1130,238386;1189,582174;1284,622577;1261,128624;1273,764551;1220,98468;1280,319011;1228,926145;0,012353295;0,906445604;0,991473903
Ffar1;20,99041886;20,21683412;16,5689255;12,95688712;13,20528987;5,479943688;22,94446329;18,45217107;21,17566719;10,30924546;14,68983691;16,92983816;16,1599601;-0,687193408;0,0884744;1,610148117
Fgd1;3834,475548;3419,533085;3908,057228;3688,393868;3924,372053;4085,29802;3931,445537;3789,724469;3605,745552;4097,352336;3643,943662;4451,48932;3864,98589;0,086566593;0,317660927;0,941761341
Fgd2;590,4401692;471,7261294;527,996426;432,7600299;433,3736038;505,5248052;567,4342268;521,932839;419,9840659;490,2618954;424,2770543;429,5946432;484,608824;-0,196455921;0,115465927;1,145879962
Fgd3;307,4080697;239,7138903;188,8857507;209,9015714;223,2894469;179,4681558;288,5707498;272,3891921;271,7543956;262,3130235;236,7656067;294,155938;247,8846492;-0,159475735;0,487643939;1,116881198
Fgd4;959,4652749;879,9136374;956,5792989;824,058021;714,2861338;953,5102018;896,599027;759,1750385;950,5521716;749,1385037;909,9057804;897,2814223;870,8720426;-0,097378073;0,489696458;1,069827411
Fgd5;882,9518126;1003,140055;1181,916686;905,2545137;978,3919311;989,1298357;891,3041509;972,6930181;944,6700418;880,8677513;838,1848119;1090,916446;963,2850878;-0,048103556;0,773487275;1,033904947
Fgd6;1185,62011;1211,084634;1374,116222;1006,318233;971,1890457;1275,456893;1219,586472;1177,42425;1176,425955;1138,598888;1093,096688;1043,301276;1156,018222;-0,171026286;0,068312126;1,125859099
Fgf1;69,74235943;90,49440034;53,0205616;53,55513344;31,21250332;49,31949319;50,30132337;60,6285621;43,52776033;41,23698186;57,03113153;34,9177912;52,91566681;-0,458152646;0,152578406;1,373781581
Fgf10;769,1972846;889,5407012;978,6711996;543,3254667;570,2284261;772,67206;678,6266258;837,3770969;1009,373469;878,5768079;821,7667589;623,2296672;781,048797;-0,293767129;0,112837907;1,225836977
Fgf11;1041,395619;1328,534814;1237,146437;1038,278555;1019,208282;1174,077935;1519,629453;1355,795237;1376,418367;1468,494743;1455,157962;1433,745669;1287,323589;-0,049714143;0,83610851;1,035059816
Fgf12;145,5787114;207,9445795;146,9111394;164,9843627;218,4875233;136,9985922;68,83338987;86,9888065;92,93765044;123,7109456;144,3060449;173,5308411;142,6010489;0,360382302;0,340000289;0,778958135
Fgf13;1447,661791;1687,624296;1417,195428;1607,517796;1660,265081;1496,024627;1209,879199;1317,133545;1292,892125;1237,109456;1450,837422;1382,956154;1433,924743;0,077502207;0,627271028;0,947697011
Fgf14;322,9816063;297,4762735;260,6844279;265,1842898;393,7577342;371,2661849;250,6241375;159,918816;175,2874673;313,8592508;275,6504691;298,3883975;282,0899212;0,381988166;0,111339287;0,767379343
Fgf15;518,6664789;456,3228273;413,1185425;25,91377425;56,42260216;489,0849742;364,4639746;249,5436469;170,5817635;51,54622732;158,9958818;341,7711078;274,7026501;-0,952505355;0,332691153;1,935230424
Fgf16;65,00258743;53,91155765;53,0205616;83,78787006;63,62548754;47,94950727;31,76925686;35,14699252;27,05779696;74,45566169;51,84648321;33,85967631;51,78611993;0,414904963;0,324262733;0,750068904
Fgf17;43,33505829;36,58284269;32,03325597;40,59824632;38,41538871;46,57952135;42,35900915;55,35651322;50,58631606;44,67339701;39,74897046;43,38271028;42,80426913;-0,045508142;0,917049846;1,03204662
Fgf18;102,9207634;127,077243;197,722511;194,3533068;232,893294;143,8485218;111,192399;72,93000949;107,0547619;122,5654739;114,9263711;149,1941988;139,7232379;0,417042672;0,221474554;0,748958314
Fgf2;1165,306802;1455,612057;1474,63437;1556,55404;1602,641998;1479,584796;994,5542357;890,0975857;1110,546101;1158,071907;1327,26997;1287,725815;1291,883306;0,246912814;0,16870418;0,842697755
Fgf20;752,2695275;715,2908453;529,101021;896,6165889;708,2837293;541,1444392;310,6327338;347,955226;256,4608582;693,0103895;614,3808261;279,3423296;553,7073762;0,358027187;0,518885736;0,780230777
Fgf22;12,18798514;20,21683412;17,67352053;26,77756672;18,00721346;21,91977475;21,17950458;14,05879701;10,58783359;28,63679296;10,36929664;17,98795304;18,30025605;0,362069792;0,499803135;0,778047537
Cep135;1643,346664;1615,421317;1822,581805;1815,691782;1931,573763;2193,347461;1683,770614;1521,864776;1712,87619;1932,410789;1964,117606;2183,949122;1835,079324;0,265411515;0,00020842;0,831961392
Fgf4;1251,976918;1098,447987;879,2576466;191,7619294;297,7192625;916,5205819;768,6395202;725,7853956;361,1627682;232,5307588;516,736616;595,7186801;653,0215054;-0,887288807;0,113108752;1,849696802
Fgf6;6,093992572;10,58977025;9,9413553;19,00343445;8,403366279;6,84992961;22,06198393;9,665422944;9,41140764;8,018302028;9,505188589;11,63926373;10,93195144;-0,069892139;0,945562118;1,049638206
Tmem206;564,7099783;542,9664021;523,5780458;723,8580939;680,6726686;572,6541154;534,7824905;503,4806679;534,0973836;618,5547279;618,7013663;630,6364713;587,3910343;0,264859093;0,000791426;0,832280019
Cad;8323,039632;6872,760894;7253,875584;9197,662272;8839,140845;9144,65603;7943,196695;7632,169426;6735,038592;8676,948266;7198,884194;10731,40116;8212,397799;0,264807578;0,012888492;0,832309738
Fgf9;257,9790189;275,3340266;231,964957;272,9584221;232,893294;367,1562271;337,9895938;353,2272749;290,5772109;351,6598175;431,1899187;317,4344654;310,0303522;0,175619513;0,479501915;0,88538724
Gm15459;44903,92282;53956,80485;42738,99103;60376,50262;55312,15733;50001,74618;41252,38004;47357,05773;40673,75097;55543,92362;57215,18655;46872,37317;49683,73307;0,264209439;0,00699814;0,832654884
Fgfbp3;153,7040349;165,5854985;159,0616848;171,8947025;204,0817525;147,9584796;165,9061192;172,2202634;194,1102826;189,0028335;205,6577167;203,1580579;177,6951188;0,158524417;0,330077524;0,895940967
Fgfr1;26848,77705;24891,73633;29004,45639;27960,96241;28445,39486;26479,0879;27139,77015;27157,20245;26187,24176;24320,65552;22299,17243;26869,76938;26467,01889;-0,044138111;0,697254205;1,031067019
Pnpt1;1943,98363;2326,861336;1951,819424;2479,084403;2369,749291;2281,02656;1842,616898;1817,978188;1864,635139;2232,524379;2668,365669;2067,556485;2153,850117;0,263753788;0,004434149;0,832917906
Fgfr1op2;3959,063841;5091,754079;4451,517985;3778,228285;3647,060965;3907,19985;4005,573803;4163,161264;4353,952459;3777,765727;4304,122215;3769,00522;4100,700474;-0,166237402;0,057039065;1,122128117
Fgfr2;10433,59239;10796,75213;9894,962309;10526,1751;10679,47806;9920,068062;9197,199862;8971,269842;8945,542962;9432,9596;9279,656387;9618,264303;9807,993417;0,029694336;0,806844342;0,979627829
Fgfr3;3508,10839;3348,292813;3122,690159;3151,978741;3438,177289;2372,815617;3992,336612;3809,055315;4971,576086;3510,870816;3372,613733;6262,982003;3738,458131;-0,041210325;0,93735629;1,028976707
Pxk;1252,654029;1401,700499;1432,659758;1493,497189;1731,093454;1582,33374;1286,654903;1347,008488;1259,952198;1487,967762;1591,687035;1692,983816;1463,349406;0,263634547;4,89E-05;0,83298675
Fgfrl1;1742,204765;1430,581691;1519,922766;1725,857365;1907,564145;1612,47343;1584,050446;1546,467671;1542,294427;1727,371351;1516,509634;1732,134066;1632,28598;0,124701179;0,165462862;0,917193999
Adamts18;1992,058461;1646,227921;1677,879856;2168,119112;2230,493507;2304,316321;1753,486483;1733,625406;1631,7028;2002,284564;1968,438146;1869,689001;1914,860131;0,263541357;0,001098561;0,833040558
Fgl1;11,51087486;16,36600857;13,2551404;8,637924749;6,002404485;16,43983106;19,41454586;8,786748131;18,82281528;13,74566062;11,2334047;8,464919078;12,72335648;-0,454433659;0,432038174;1,370244799
Fgl2;98,85810172;101,0841706;65,17110697;99,33613461;146,4586694;84,93912717;67,06843116;67,65796061;90,58479853;68,7283031;64,80810401;71,95181217;85,55389334;0,124050901;0,775352767;0,917607507
Fh1;4229,230845;4300,409429;4068,223508;4525,408776;4512,607692;4037,348512;4138,828186;4227,304526;3843,383595;4231,372527;4403,494641;4027,185252;4212,066457;0,053119518;0,456823806;0,963849955
Zfp808;646,6403229;764,388871;689,2673008;819,7390587;769,508255;817,8815955;690,9813368;622,9804425;628,2114599;754,8658623;904,721132;778,7725552;740,6631827;0,263245869;0,001406084;0,833211197
Fhit;35,88684514;47,17261294;41,97461127;47,50858612;56,42260216;54,79943688;35,29917429;45,69109028;27,05779696;64,14641622;57,03113153;39,15025074;46,01171288;0,446274026;0,091870017;0,733935901
Rasl11b;2672,554298;2536,731329;2616,785634;3455,169899;3379,353725;2831,760901;2909,534441;2961,13412;2923,418498;3935,840824;3389,895894;2920,397082;3044,381387;0,26107803;0,007633214;0,834464147
Fhl2;722,4766749;696,9994239;699,2086561;589,9702603;690,2765158;705,5427499;550,667119;645,8259876;572,9194401;542,9535945;512,4160757;677,1935263;633,8708353;-0,067488971;0,723961172;1,047891227
Fhl3;2096,333445;1780,044109;1925,309143;2198,351849;2021,609831;1871,40077;2137,365003;1945,386036;1728,169728;2101,940603;1777,470266;1922,594746;1958,831294;0,033667022;0,811804792;0,976933982
Fhl4;31,82418343;21,17954051;32,03325597;22,45860435;15,60625166;35,61963397;24,709422;22,84554514;43,52776033;16,03660406;39,74897046;17,98795304;26,96481041;-0,245526144;0,662436883;1,185525047
Fhod1;1841,062867;1666,444755;1937,459689;1895,16069;2174,070905;1609,733458;1743,77921;1810,070115;1857,576583;1978,229657;1800,801184;2244,261671;1879,887565;0,108656147;0,36426808;0,92745157
Pgm3;838,939644;931,8997823;872,6300764;1196,352578;1138,05589;902,8207226;820,7058023;840,8917961;836,438854;975,941904;945,3342106;994,6279917;941,2199377;0,260622273;0,004708037;0,834727801
Gm45902;535,594236;508,3089721;472,7666743;566,6478635;563,0255407;552,1043266;494,1884401;450,7601791;442,3361591;620,8456713;653,2656885;524,8249829;532,0557278;0,260147342;0,004782664;0,835002637
Msh3;2200,608429;2321,085098;2182,679786;2766,727297;2703,48298;2496,11435;2019,995249;2190,536309;2248,15;2572,729479;2792,797229;2415,676282;2409,215207;0,259826216;4,78E-06;0,835188518
Fibp;1320,365057;1241,891239;1342,082966;1198,080163;1270,108789;1394,645669;1510,80466;1296,924024;1311,71494;1384,875307;1137,166198;1293,016389;1308,47295;-0,065764534;0,556201657;1,046639443
Ficd;247,1452543;228,1614136;268,4165931;260,8653274;340,9365748;245,2274801;269,156204;239,878224;261,166562;303,5500053;274,786361;285,6910189;268,7484182;0,177002487;0,179306931;0,884538911
Fig4;763,7804023;753,7991007;729,032722;812,8287189;792,3173921;737,0524261;703,3360478;797,8367303;751,7361852;752,5749189;788,0665448;774,5400957;763,0751071;0,051152281;0,542940226;0,965165143
Drp2;1303,4373;1294,84009;1390,685147;1586,786776;1669,868928;1486,434725;1578,75557;1578,978639;1682,289116;2044,667017;1816,355129;1958,570652;1615,972424;0,259495817;0,032072331;0,835379811
Filip1l;2903,448905;3790,175044;3515,925991;4217,034862;4219,690353;4044,198442;3318,122383;3830,14351;4456,301517;4256,572905;5004,049738;4355,200866;3992,572043;0,259403146;0,025351338;0,835433473
Fignl2;375,7962086;350,4251247;379,9806915;327,377348;324,1298422;360,3062975;346,8143874;344,4405267;301,1650445;372,2783084;310,2147912;349,177912;345,1755402;-0,04457124;0,769972993;1,031376615
Fabp5;10792,46084;8756,777293;8678,803177;12635,55632;11175,27667;11624,33055;9380,755568;8485,36267;7735,000654;10302,37263;10048,71255;8653,263528;9855,722705;0,259361998;0,033282376;0,835457302
